sample_id,food_name,category,gt_min,gt_max,condition,run_id,predicted_days,in_range,abs_error,raw_response_excerpt
v02,양파 1kg,vegetable,30,60,few_shot_cot,0,45,1,0,"```json {   ""food_name"": ""양파 1kg"",   ""category"": ""vegetable"",   ""storage"": ""실온/냉장"",   ""estimated_days"": 45,   ""reasoning"": ""장기보존 채소, 1~2개월"" } ```"
v02,양파 1kg,vegetable,30,60,few_shot_cot,1,45,1,0,"```json {   ""food_name"": ""양파 1kg"",   ""category"": ""vegetable"",   ""storage"": ""실온/냉장"",   ""estimated_days"": 45,   ""reasoning"": ""장기보존 채소, 1~2개월"" } ```"
v02,양파 1kg,vegetable,30,60,few_shot_cot,2,45,1,0,"```json {   ""food_name"": ""양파 1kg"",   ""category"": ""vegetable"",   ""storage"": ""실온/냉장"",   ""estimated_days"": 45,   ""reasoning"": ""장기보존 채소, 1~2개월"" } ```"
v03,감자 1kg,vegetable,30,90,baseline,0,60,1,0,"```json {   ""food_name"": ""감자 1kg"",   ""estimated_days"": 60 } ```"
v03,감자 1kg,vegetable,30,90,baseline,1,45,1,0,"```json {""food_name"": ""감자 1kg"", ""estimated_days"": 45} ```"
v03,감자 1kg,vegetable,30,90,baseline,2,60,1,0,"```json {   ""food_name"": ""감자 1kg"",   ""estimated_days"": 60 } ```"
v03,감자 1kg,vegetable,30,90,cot,0,21,0,9,"```json {   ""food_name"": ""감자 1kg"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""실온"",   ""estimated_days"": 21,   ""reasoning"": ""감자는 신선식품(채소)으로, 일반 가정에서 실온(서늘하고 어두운 곳)에 보관 시 14~28일 정도 보관 가능하며, 1kg은 보관기한에 큰 "
v03,감자 1kg,vegetable,30,90,cot,1,35,1,0,"```json {   ""food_name"": ""감자 1kg"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""실온"",   ""estimated_days"": 35,   ""reasoning"": ""감자는 신선식품(채소)으로 분류되며, 일반 가정에서는 서늘하고 어두운 실온 보관이 가장 일반적입니다. 실온 보관 시 일반적으로 2주~2개월"
v03,감자 1kg,vegetable,30,90,cot,2,30,1,0,"```json {   ""food_name"": ""감자 1kg"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""실온 (서늘하고 어두운 곳)"",   ""estimated_days"": 30,   ""reasoning"": ""감자는 신선 채소로 분류되며, 일반 가정에서는 서늘하고 어두운 실온에 보관하는 것이 가장 일반적입니다. 이러한 조건"
v03,감자 1kg,vegetable,30,90,few_shot_cot,0,45,1,0,"```json {   ""food_name"": ""감자 1kg"",   ""category"": ""vegetable"",   ""storage"": ""실온 (서늘하고 건조한 곳)"",   ""estimated_days"": 45,   ""reasoning"": ""장기보존 채소, 실온 1~2개월"" } ```"
v03,감자 1kg,vegetable,30,90,few_shot_cot,1,45,1,0,"```json {   ""food_name"": ""감자 1kg"",   ""category"": ""vegetable"",   ""storage"": ""실온 (서늘하고 어두운 곳)"",   ""estimated_days"": 45,   ""reasoning"": ""뿌리채소, 실온(서늘하고 어두운 곳) 1~2개월"" } ```"
v03,감자 1kg,vegetable,30,90,few_shot_cot,2,45,1,0,"```json {   ""food_name"": ""감자 1kg"",   ""category"": ""vegetable"",   ""storage"": ""실온"",   ""estimated_days"": 45,   ""reasoning"": ""신선 채소, 서늘하고 건조한 실온 1~2개월"" } ```"
v04,당근 500g,vegetable,14,30,baseline,0,21,1,0,"```json {""food_name"": ""당근 500g"", ""estimated_days"": 21} ```"
v04,당근 500g,vegetable,14,30,baseline,1,25,1,0,"```json {""food_name"": ""당근 500g"", ""estimated_days"": 25} ```"
v04,당근 500g,vegetable,14,30,baseline,2,21,1,0,"```json {""food_name"": ""당근 500g"", ""estimated_days"": 21} ```"
v04,당근 500g,vegetable,14,30,cot,0,14,1,0,"```json {   ""food_name"": ""당근 500g"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 14,   ""reasoning"": ""당근은 신선 채소로 냉장 보관 시 14~21일 보관 가능하며, 500g의 양은 보관기한에 직접적인 영향을 주지 않아 일반적인 냉"
v04,당근 500g,vegetable,14,30,cot,1,18,1,0,"```json {   ""food_name"": ""당근 500g"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 18,   ""reasoning"": ""당근은 신선식품(채소)으로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 일반적입니다. 냉장 보관 시 일반적"
v04,당근 500g,vegetable,14,30,cot,2,21,1,0,"```json {   ""food_name"": ""당근 500g"",   ""category"": ""신선식품(채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 21,   ""reasoning"": ""당근은 신선식품(채소)으로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 일반적입니다. 냉장 보관 시 통상 14일에서 28일까"
v04,당근 500g,vegetable,14,30,few_shot_cot,0,18,1,0,"```json {   ""food_name"": ""당근 500g"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 18,   ""reasoning"": ""신선 채소, 냉장 2~3주"" } ```"
v04,당근 500g,vegetable,14,30,few_shot_cot,1,20,1,0,"```json {   ""food_name"": ""당근 500g"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 20,   ""reasoning"": ""신선 채소, 냉장 2~3주"" } ```"
v04,당근 500g,vegetable,14,30,few_shot_cot,2,21,1,0,"```json {   ""food_name"": ""당근 500g"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 21,   ""reasoning"": ""신선 채소, 냉장 2~4주"" } ```"
v05,상추 1봉,vegetable,4,7,baseline,0,6,1,0,"```json {   ""food_name"": ""상추 1봉"",   ""estimated_days"": 6 } ```"
v05,상추 1봉,vegetable,4,7,baseline,1,7,1,0,"```json {""food_name"": ""상추 1봉"", ""estimated_days"": 7} ```"
v05,상추 1봉,vegetable,4,7,baseline,2,5,1,0,"```json {""food_name"": ""상추 1봉"", ""estimated_days"": 5} ```"
v05,상추 1봉,vegetable,4,7,cot,0,7,1,0,"```json {   ""food_name"": ""상추 1봉"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""상추는 신선 채소로 냉장 보관 시 일반적으로 5~10일 정도 보관 가능하며, 1봉 단위는 보관 기한에 큰 영향을 주지 않"
v05,상추 1봉,vegetable,4,7,cot,1,7,1,0,"```json {   ""food_name"": ""상추 1봉"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""상추는 신선 채소로 냉장 보관 시 일반적으로 5~10일 보관 가능하며, 1봉 단위는 보관 기한에 큰 영향을 주지 않으므로"
v05,상추 1봉,vegetable,4,7,cot,2,5,1,0,"```json {   ""food_name"": ""상추 1봉"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 5,   ""reasoning"": ""상추는 신선 채소로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 흔하고, 이 경우 보통 3~7일간 보관 가능합니"
v05,상추 1봉,vegetable,4,7,few_shot_cot,0,5,1,0,"```json {   ""food_name"": ""상추 1봉"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""신선 잎채소, 냉장 3~7일 범위의 중간값"" } ```"
v05,상추 1봉,vegetable,4,7,few_shot_cot,1,5,1,0,"```json {   ""food_name"": ""상추 1봉"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""신선 잎채소, 냉장 3~7일 범위"" } ```"
v05,상추 1봉,vegetable,4,7,few_shot_cot,2,5,1,0,"```json {   ""food_name"": ""상추 1봉"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""신선 채소, 냉장 3~7일"" } ```"
v06,대파 1단,vegetable,7,14,baseline,0,8,1,0,"```json {   ""food_name"": ""대파 1단"",   ""estimated_days"": 8 } ```"
v06,대파 1단,vegetable,7,14,baseline,1,10,1,0,"```json {   ""food_name"": ""대파 1단"",   ""estimated_days"": 10 } ```"
v06,대파 1단,vegetable,7,14,baseline,2,10,1,0,"```json {""food_name"": ""대파 1단"", ""estimated_days"": 10} ```"
v06,대파 1단,vegetable,7,14,cot,0,10,1,0,"```json {   ""food_name"": ""대파 1단"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 10,   ""reasoning"": ""대파는 신선 채소로, 일반 가정에서 냉장 보관 시 일반적으로 7~14일 보관 가능하며, '1단'이라는 수량은 보관기한에"
v06,대파 1단,vegetable,7,14,cot,1,10,1,0,"```json {   ""food_name"": ""대파 1단"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 10,   ""reasoning"": ""대파는 신선식품(채소)으로, 일반 가정에서 냉장(4°C) 보관 시 7~14일 보관 가능하며, 1단이라는 수량은 보관기한"
v06,대파 1단,vegetable,7,14,cot,2,14,1,0,"```json {   ""food_name"": ""대파 1단"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 14,   ""reasoning"": ""대파는 신선식품(채소)으로, 일반 가정에서 냉장(4°C) 보관 시 7~14일 정도 보관 가능하며, '1단'이라는 수량은"
v06,대파 1단,vegetable,7,14,few_shot_cot,0,10,1,0,"```json {   ""food_name"": ""대파 1단"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 10,   ""reasoning"": ""신선 채소, 냉장 7~14일 범위의 중간값"" } ```"
v06,대파 1단,vegetable,7,14,few_shot_cot,1,10,1,0,"```json {   ""food_name"": ""대파 1단"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 10,   ""reasoning"": ""신선 채소, 냉장 보관 시 1~2주"" } ```"
v06,대파 1단,vegetable,7,14,few_shot_cot,2,10,1,0,"```json {   ""food_name"": ""대파 1단"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 10,   ""reasoning"": ""신선 채소, 냉장 1~2주"" } ```"
v07,양배추 1통,vegetable,14,30,baseline,0,42,0,12,"```json {""food_name"": ""양배추 1통"", ""estimated_days"": 42} ```"
v07,양배추 1통,vegetable,14,30,baseline,1,45,0,15,"```json {""food_name"": ""양배추 1통"", ""estimated_days"": 45} ```"
v07,양배추 1통,vegetable,14,30,baseline,2,28,1,0,"```json {""food_name"": ""양배추 1통"", ""estimated_days"": 28} ```"
v07,양배추 1통,vegetable,14,30,cot,0,21,1,0,"```json {   ""food_name"": ""양배추 1통"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 21,   ""reasoning"": ""양배추는 신선 채소로 분류되며, 일반 가정에서는 통째로 냉장 보관하는 것이 가장 일반적이다. 통 양배추는 냉장 보관 "
v07,양배추 1통,vegetable,14,30,cot,1,35,0,5,"```json {   ""food_name"": ""양배추 1통"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 35,   ""reasoning"": ""양배추 1통은 신선식품(채소)으로 분류되며, 일반 가정에서 냉장(4°C) 보관 시 통째로 약 3~6주(21~42일) 보관 가능하므"
v07,양배추 1통,vegetable,14,30,cot,2,28,1,0,"```json {   ""food_name"": ""양배추 1통"",   ""category"": ""신선식품(채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 28,   ""reasoning"": ""양배추는 신선 채소이며, 일반 가정에서는 냉장 보관하는 것이 가장 일반적입니다. 통 양배추는 냉장 보관 시 일반적으로 3주에서 6주까지"
v07,양배추 1통,vegetable,14,30,few_shot_cot,0,21,1,0,"```json {   ""food_name"": ""양배추 1통"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 21,   ""reasoning"": ""신선 채소, 통 양배추 냉장 보관 시 2~3주"" } ```"
v07,양배추 1통,vegetable,14,30,few_shot_cot,1,20,1,0,"```json {   ""food_name"": ""양배추 1통"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 20,   ""reasoning"": ""신선 채소, 냉장 2~3주"" } ```"
v07,양배추 1통,vegetable,14,30,few_shot_cot,2,21,1,0,"```json {   ""food_name"": ""양배추 1통"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 21,   ""reasoning"": ""신선 채소, 냉장 2~4주 범위"" } ```"
v08,애호박 1개,vegetable,7,14,baseline,0,7,1,0,"```json {""food_name"": ""애호박 1개"", ""estimated_days"": 7} ```"
v08,애호박 1개,vegetable,7,14,baseline,1,7,1,0,"```json {""food_name"": ""애호박 1개"", ""estimated_days"": 7} ```"
v08,애호박 1개,vegetable,7,14,baseline,2,10,1,0,"```json {   ""food_name"": ""애호박 1개"",   ""estimated_days"": 10 } ```"
v08,애호박 1개,vegetable,7,14,cot,0,7,1,0,"```json {   ""food_name"": ""애호박 1개"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""애호박은 신선식품(채소)으로 분류되며, 일반 가정에서는 냉장 보관이 가장 흔합니다. 냉장 보관 시 보통 5~10일 정도"
v08,애호박 1개,vegetable,7,14,cot,1,10,1,0,"```json {   ""food_name"": ""애호박 1개"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 10,   ""reasoning"": ""애호박은 신선채소로 냉장 보관하며, 일반적으로 7~14일 보관 가능하나 1개 단위는 보관기한에 큰 영향을 주지 않으므로 10일로 "
v08,애호박 1개,vegetable,7,14,cot,2,7,1,0,"```json {   ""food_name"": ""애호박 1개"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""애호박은 신선 채소로 분류되며, 일반 가정에서는 냉장 보관이 가장 일반적입니다. 냉장 보관 시 일반적으로 5~10일 정"
v08,애호박 1개,vegetable,7,14,few_shot_cot,0,7,1,0,"```json {   ""food_name"": ""애호박 1개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 7,   ""reasoning"": ""신선 채소, 냉장 5~7일"" } ```"
v08,애호박 1개,vegetable,7,14,few_shot_cot,1,6,0,1,"```json {   ""food_name"": ""애호박 1개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 6,   ""reasoning"": ""신선 채소, 냉장 5~7일"" } ```"
v08,애호박 1개,vegetable,7,14,few_shot_cot,2,5,0,2,"```json {   ""food_name"": ""애호박 1개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""신선 채소, 냉장 3~7일"" } ```"
v09,오이 2개,vegetable,7,14,baseline,0,10,1,0,"```json {""food_name"": ""오이 2개"", ""estimated_days"": 10} ```"
v09,오이 2개,vegetable,7,14,baseline,1,7,1,0,"```json {""food_name"": ""오이 2개"", ""estimated_days"": 7} ```"
v09,오이 2개,vegetable,7,14,baseline,2,7,1,0,"```json {""food_name"": ""오이 2개"", ""estimated_days"": 7} ```"
v09,오이 2개,vegetable,7,14,cot,0,7,1,0,"```json {   ""food_name"": ""오이 2개"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""오이는 신선 채소로 냉장 보관 시 일반적으로 5~10일 보관 가능하며, 수량은 보관기한에 영향을 주지 않아 7일로 추정함"
v09,오이 2개,vegetable,7,14,cot,1,7,1,0,"```json {   ""food_name"": ""오이 2개"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""오이는 신선 채소로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 흔합니다. 냉장 보관 시 일반적으로 7~10일 정도 보관 가"
v09,오이 2개,vegetable,7,14,cot,2,7,1,0,"```json {   ""food_name"": ""오이 2개"",   ""category"": ""신선식품(채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""오이는 신선식품(채소)으로 냉장(4°C) 보관이 일반적이며, 이때 일반적으로 7~10일 보관 가능하나 품질 유지 기간을 고려하여 7일로 추"
v09,오이 2개,vegetable,7,14,few_shot_cot,0,7,1,0,"```json {   ""food_name"": ""오이 2개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 7,   ""reasoning"": ""신선 채소, 냉장 5~7일"" } ```"
v09,오이 2개,vegetable,7,14,few_shot_cot,1,6,0,1,"```json {   ""food_name"": ""오이 2개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 6,   ""reasoning"": ""신선 채소, 냉장 5~7일"" } ```"
v09,오이 2개,vegetable,7,14,few_shot_cot,2,6,0,1,"```json {   ""food_name"": ""오이 2개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 6,   ""reasoning"": ""신선 채소, 냉장 5~7일 범위의 중간값"" } ```"
v10,시금치 300g,vegetable,3,5,baseline,0,6,0,1,"```json {""food_name"": ""시금치 300g"", ""estimated_days"": 6} ```"
v10,시금치 300g,vegetable,3,5,baseline,1,7,0,2,"```json {""food_name"": ""시금치 300g"", ""estimated_days"": 7} ```"
v10,시금치 300g,vegetable,3,5,baseline,2,7,0,2,"```json {""food_name"": ""시금치 300g"", ""estimated_days"": 7} ```"
v10,시금치 300g,vegetable,3,5,cot,0,5,1,0,"```json {   ""food_name"": ""시금치 300g"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 5,   ""reasoning"": ""시금치는 신선 채소로 분류되며, 일반 가정에서 냉장 보관 시 3~7일 정도 신선도 유지가 가능합니다. 수량(300g"
v10,시금치 300g,vegetable,3,5,cot,1,5,1,0,"```json {   ""food_name"": ""시금치 300g"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 5,   ""reasoning"": ""시금치는 신선 채소로 냉장 보관 시 일반적으로 3~7일 보관 가능하며, 수량은 보관기한에 큰 영향이 없어 5일로 추정."" } `"
v10,시금치 300g,vegetable,3,5,cot,2,5,1,0,"```json {   ""food_name"": ""시금치 300g"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 5,   ""reasoning"": ""시금치는 신선 채소로 냉장 보관이 일반적이며, 보통 3~7일 정도 보관 가능하나 300g은 단기간 소비되는 양이므로"
v10,시금치 300g,vegetable,3,5,few_shot_cot,0,4,1,0,"```json {   ""food_name"": ""시금치 300g"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 4,   ""reasoning"": ""신선 잎채소, 냉장 3~7일 범위"" } ```"
v10,시금치 300g,vegetable,3,5,few_shot_cot,1,5,1,0,"```json {   ""food_name"": ""시금치 300g"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""신선 잎채소, 냉장 3~7일 범위의 중간값"" } ```"
v10,시금치 300g,vegetable,3,5,few_shot_cot,2,4,1,0,"```json {   ""food_name"": ""시금치 300g"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 4,   ""reasoning"": ""신선 잎채소, 냉장 3~7일"" } ```"
v11,가지 1개,vegetable,4,7,baseline,0,7,1,0,"```json {""food_name"": ""가지 1개"", ""estimated_days"": 7} ```"
v11,가지 1개,vegetable,4,7,baseline,1,7,1,0,"```json {""food_name"": ""가지 1개"", ""estimated_days"": 7} ```"
v11,가지 1개,vegetable,4,7,baseline,2,7,1,0,"```json {""food_name"": ""가지 1개"", ""estimated_days"": 7} ```"
v11,가지 1개,vegetable,4,7,cot,0,7,1,0,"```json {   ""food_name"": ""가지 1개"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""가지는 신선채소로 냉장 보관하는 것이 일반적이며, 냉장 보관 시 평균적으로 5~7일 정도 보관 가능하므로 7일로 추정합니다. 1개라는"
v11,가지 1개,vegetable,4,7,cot,1,7,1,0,"```json {   ""food_name"": ""가지 1개"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""가지는 신선 채소로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 흔합니다. 냉장 보관 시 일반적으로 5~7일 정도 보관 가능"
v11,가지 1개,vegetable,4,7,cot,2,7,1,0,"```json {   ""food_name"": ""가지 1개"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""가지는 신선 채소로 냉장 보관이 일반적이며, 냉장 보관 시 5~10일 정도 보관 가능하고, 1개라는 수량은 보관기한에 큰 영향을 주지"
v11,가지 1개,vegetable,4,7,few_shot_cot,0,6,1,0,"```json {   ""food_name"": ""가지 1개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 6,   ""reasoning"": ""신선 채소, 냉장 5~7일"" } ```"
v11,가지 1개,vegetable,4,7,few_shot_cot,1,6,1,0,"```json {   ""food_name"": ""가지 1개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 6,   ""reasoning"": ""신선 채소, 냉장 5~7일 범위의 중간값"" } ```"
v11,가지 1개,vegetable,4,7,few_shot_cot,2,7,1,0,"```json {   ""food_name"": ""가지 1개"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 7,   ""reasoning"": ""신선 채소, 냉장 5~10일"" } ```"
v12,브로콜리 1송이,vegetable,6,12,baseline,0,5,0,1,"```json {""food_name"": ""브로콜리 1송이"", ""estimated_days"": 5} ```"
v12,브로콜리 1송이,vegetable,6,12,baseline,1,7,1,0,"```json {""food_name"": ""브로콜리 1송이"", ""estimated_days"": 7} ```"
v12,브로콜리 1송이,vegetable,6,12,baseline,2,5,0,1,"```json {""food_name"": ""브로콜리 1송이"", ""estimated_days"": 5} ```"
v12,브로콜리 1송이,vegetable,6,12,cot,0,7,1,0,"```json {   ""food_name"": ""브로콜리 1송이"",   ""category"": ""신선식품(과일/채소)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""브로콜리는 신선식품(채소)으로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 일반적입니다. 냉장 보관 시 일반적으로 5~"
v12,브로콜리 1송이,vegetable,6,12,cot,1,7,1,0,"```json {   ""food_name"": ""브로콜리 1송이"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""브로콜리는 신선식품(채소)으로, 일반 가정에서 냉장(4°C) 보관 시 5~10일 정도 보관 가능하며, 1송이라는 단"
v12,브로콜리 1송이,vegetable,6,12,cot,2,7,1,0,"```json {   ""food_name"": ""브로콜리 1송이"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""브로콜리는 신선식품(채소)으로, 일반 가정에서 냉장(4°C) 보관 시 보통 5~10일 정도 신선하게 보관 가능하며,"
v12,브로콜리 1송이,vegetable,6,12,few_shot_cot,0,5,0,1,"```json {   ""food_name"": ""브로콜리 1송이"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""신선 채소, 냉장 3~7일 범위의 중간값"" } ```"
v12,브로콜리 1송이,vegetable,6,12,few_shot_cot,1,4,0,2,"```json {   ""food_name"": ""브로콜리 1송이"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 4,   ""reasoning"": ""신선 채소, 냉장 3~5일"" } ```"
v12,브로콜리 1송이,vegetable,6,12,few_shot_cot,2,5,0,1,"```json {   ""food_name"": ""브로콜리 1송이"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""신선 채소, 냉장 3~5일"" } ```"
v13,깐쪽파 1봉,vegetable,4,7,baseline,0,4,1,0,"```json {""food_name"": ""깐쪽파 1봉"", ""estimated_days"": 4} ```"
v13,깐쪽파 1봉,vegetable,4,7,baseline,1,5,1,0,"```json {""food_name"": ""깐쪽파 1봉"", ""estimated_days"": 5} ```"
v13,깐쪽파 1봉,vegetable,4,7,baseline,2,7,1,0,"```json {   ""food_name"": ""깐쪽파 1봉"",   ""estimated_days"": 7 } ```"
v13,깐쪽파 1봉,vegetable,4,7,cot,0,6,1,0,"```json {   ""food_name"": ""깐쪽파 1봉"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 6,   ""reasoning"": ""깐쪽파는 신선 채소로, 냉장 보관이 일반적이며 껍질을 벗긴 상태이므로 신선도 유지를 고려하여 일반적으로 알려진 5~7일"
v13,깐쪽파 1봉,vegetable,4,7,cot,1,6,1,0,"```json {   ""food_name"": ""깐쪽파 1봉"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 6,   ""reasoning"": ""깐쪽파는 신선 채소로 냉장 보관이 일반적입니다. 껍질을 깐 상태이므로 통쪽파보다 보관기한이 짧아지며, 일반적으로 5~7"
v13,깐쪽파 1봉,vegetable,4,7,cot,2,5,1,0,"```json {   ""food_name"": ""깐쪽파 1봉"",   ""category"": ""신선식품(과일/채소/육류/수산물)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 5,   ""reasoning"": ""깐쪽파는 신선 채소로 냉장 보관이 일반적이며, 깐 상태의 쪽파는 신선도 유지가 중요하므로 보통 3~7일 내에 소비하는 "
v13,깐쪽파 1봉,vegetable,4,7,few_shot_cot,0,4,1,0,"```json {   ""food_name"": ""깐쪽파 1봉"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 4,   ""reasoning"": ""깐 채소, 냉장 3~7일"" } ```"
v13,깐쪽파 1봉,vegetable,4,7,few_shot_cot,1,5,1,0,"```json {   ""food_name"": ""깐쪽파 1봉"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""신선 채소 (쪽파), 냉장 보관 시 3~7일"" } ```"
v13,깐쪽파 1봉,vegetable,4,7,few_shot_cot,2,5,1,0,"```json {   ""food_name"": ""깐쪽파 1봉"",   ""category"": ""vegetable"",   ""storage"": ""냉장"",   ""estimated_days"": 5,   ""reasoning"": ""손질 채소, 냉장 보관 시 3~7일"" } ```"
d01,서울우유 1L,dairy,10,14,baseline,0,12,1,0,"```json {""food_name"": ""서울우유 1L"", ""estimated_days"": 12} ```"
d01,서울우유 1L,dairy,10,14,baseline,1,12,1,0,"```json {""food_name"": ""서울우유 1L"", ""estimated_days"": 12} ```"
d01,서울우유 1L,dairy,10,14,baseline,2,10,1,0,"```json {""food_name"": ""서울우유 1L"", ""estimated_days"": 10} ```"
d01,서울우유 1L,dairy,10,14,cot,0,10,1,0,"```json {   ""food_name"": ""서울우유 1L"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 10,   ""reasoning"": ""서울우유 1L은 유제품으로 냉장 보관하며, 1L 용량은 소비기한에 무관하므로 일반적인 미개봉 신선 우유의 소비기한 범위인 7~14일 중 "
